,Ticker
155,KARURVYSYA.NS
156,KEC.NS
157,KOTAKBANK.NS
158,KPIT.NS
159,KSCL.NS
160,KTKBANK.NS
161,L&TFH.NS
162,LICHSGFIN.NS
163,LINDEINDIA.NS
164,LIQUIDBEES.NS
165,LOVABLE.NS
166,LT.NS
167,LUPIN.NS
168,M&M.NS
169,M&MFIN.NS
170,M100.NS
171,M50.NS
172,MARICO.NS
173,MARUTI.NS
174,MCDOWELL-N.NS
175,MCLEODRUSS.NS
176,MERCATOR.NS
177,MINDTREE.NS
178,MOTHERSUMI.NS
179,MPHASIS.NS
180,MRF.NS
181,MRPL.NS
182,NAUKRI.NS
183,NCC.NS
184,NHPC.NS
185,NIFTYBEES.NS
