,Ticker
124,IBREALEST.NS
125,IBULHSGFIN.NS
126,ICICIBANK.NS
127,ICIL.NS
128,IDBI.NS
129,IDEA.NS
130,IDFC.NS
131,IFCI.NS
132,IGL.NS
133,INDHOTEL.NS
134,INDIACEM.NS
135,INDIGO.NS
136,INDUSINDBK.NS
137,INFRATEL.NS
138,INFY.NS
139,IOB.NS
140,IOC.NS
141,IRB.NS
142,ITC.NS
143,JETAIRWAYS.NS
144,JINDALSTEL.NS
145,JISLJALEQS.NS
146,JKCEMENT.NS
147,JKTYRE.NS
148,JPASSOCIAT.NS
149,JPPOWER.NS
150,JSWENERGY.NS
151,JSWSTEEL.NS
152,JUBLFOOD.NS
153,JUSTDIAL.NS
154,JYOTHYLAB.NS
