,Ticker
31,ATFL.NS
32,ATUL.NS
33,AUROPHARMA.NS
34,AUTOAXLES.NS
35,AUTOIND.NS
36,AXISBANK.NS
37,BAJAJ-AUTO.NS
38,BAJAJELEC.NS
39,BAJAJFINSV.NS
40,BAJAJHIND.NS
41,BAJAJHLDNG.NS
42,BAJFINANCE.NS
43,BALKRISIND.NS
44,BALRAMCHIN.NS
45,BANCOINDIA.NS
46,BANKBARODA.NS
47,BANKBEES.NS
48,BANKINDIA.NS
49,BASF.NS
50,BATAINDIA.NS
51,BEL.NS
52,BEML.NS
53,BGRENERGY.NS
54,BHARATFORG.NS
55,BHARTIARTL.NS
56,BHEL.NS
57,BIOCON.NS
58,BOSCHLTD.NS
59,BPCL.NS
60,BRITANNIA.NS
61,CADILAHC.NS
