,Ticker
186,NMDC.NS
187,NTPC.NS
188,OFSS.NS
189,OIL.NS
190,ONGC.NS
191,ORIENTBANK.NS
192,PAGEIND.NS
193,PEL.NS
194,PETRONET.NS
195,PFC.NS
196,PIDILITIND.NS
197,PNB.NS
198,POLARIS.NS
199,POWERGRID.NS
200,PRICOL.NS
201,PTC.NS
202,QUICKHEAL.NS
203,RCOM.NS
204,RECLTD.NS
205,RELCAPITAL.NS
206,RELIANCE.NS
207,RELINFRA.NS
208,ROLTA.NS
209,RPOWER.NS
210,SAIL.NS
211,SBIN.NS
212,SIEMENS.NS
213,SINTEX.NS
214,SKSMICRO.NS
215,SNOWMAN.NS
216,SOUTHBANK.NS
