,NMDC.NS,NTPC.NS,OFSS.NS,OIL.NS,ONGC.NS,ORIENTBANK.NS,PAGEIND.NS,PEL.NS,PETRONET.NS,PFC.NS,PIDILITIND.NS,PNB.NS,POLARIS.NS,POWERGRID.NS,PRICOL.NS,PTC.NS,QUICKHEAL.NS,RCOM.NS,RECLTD.NS,RELCAPITAL.NS,RELIANCE.NS,RELINFRA.NS,ROLTA.NS,RPOWER.NS,SAIL.NS,SBIN.NS,SIEMENS.NS,SINTEX.NS,SKSMICRO.NS,SNOWMAN.NS,SOUTHBANK.NS,time
0,101.45,127.25,"3,575.00",316.60,214.50,91.00,"11,300.00",984.00,251.00,171.90,600.80,84.45,200.00,137.30,45.10,64.80,224.20,51.65,167.70,374.20,"1,027.25",534.00,77.80,47.90,45.20,196.25,"1,096.00",73.35,528.75,53.30,17.80,2016:03:24 13:01:59
