,Ticker
62,CAIRN.NS
63,CANBK.NS
64,CASTROLIND.NS
65,CEATLTD.NS
66,CENTURYPLY.NS
67,CENTURYTEX.NS
68,CESC.NS
69,CHENNPETRO.NS
70,CIPLA.NS
71,COALINDIA.NS
72,COFFEEDAY.NS
73,COLPAL.NS
74,COROMANDEL.NS
75,COX%26KINGS.NS
76,CROMPGREAV.NS
77,CUMMINSIND.NS
78,DABUR.NS
79,DBCORP.NS
80,DBREALTY.NS
81,DELTACORP.NS
82,DHFL.NS
83,DISHMAN.NS
84,DISHTV.NS
85,DIVISLAB.NS
86,DLF.NS
87,DRREDDY.NS
88,EICHERMOT.NS
89,ENGINERSIN.NS
90,ESCORTS.NS
91,EVEREADY.NS
92,EXIDEIND.NS
