,Ticker
93,FEDERALBNK.NS
94,FORTIS.NS
95,FRL.NS
96,GAIL.NS
97,GATI.NS
98,GESHIP.NS
99,GILLETTE.NS
100,GLAXO.NS
101,GLENMARK.NS
102,GMRINFRA.NS
103,GODREJIND.NS
104,GODREJPROP.NS
105,GOLDBEES.NS
106,GRANULES.NS
107,GRASIM.NS
108,GSKCONS.NS
109,GSPL.NS
110,GUJFLUORO.NS
111,HAVELLS.NS
112,HCLTECH.NS
113,HDFC.NS
114,HDFCBANK.NS
115,HDIL.NS
116,HEROMOTOCO.NS
117,HEXAWARE.NS
118,HINDALCO.NS
119,HINDCOPPER.NS
120,HINDPETRO.NS
121,HINDUNILVR.NS
122,HINDZINC.NS
123,HOTELEELA.NS
