,SRF.NS,SRTRANSFIN.NS,STAR.NS,SUNPHARMA.NS,SUNTV.NS,SUZLON.NS,SYNDIBANK.NS,TATACHEM.NS,TATACOFFEE.NS,TATACOMM.NS,TATAGLOBAL.NS,TATAMOTORS.NS,TATAMTRDVR.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TORNTPHARM.NS,TORNTPOWER.NS,TTKPRESTIG.NS,TTML.NS,TUBEINVEST.NS,TV18BRDCST.NS,TVSMOTOR.NS,UBL.NS,UCOBANK.NS,ULTRACEMCO.NS,UNIONBANK.NS,UNITECH.NS,UPL.NS,time
0,"1,249.70",905.10,"1,052.00",842.50,368.50,13.35,64.45,365.40,90.55,373.50,119.50,376.00,280.80,62.55,317.00,"2,479.60",479.05,351.70,"1,405.80",216.50,"4,355.00",7.05,379.00,41.00,307.60,831.00,38.00,"3,190.05",128.20,5.15,457.80,2016:03:24 13:01:56
